taxon_name,taxon_rank,identifications_count,created_at,observed_on,longitude,latitude,positional_accuracy,user_login,user_id,user_name,user_observations_count,license_code,num_identification_agreements,uri
Mimus saturninus,species,2,2022-10-31T13:57:59-03:00,2022-10-31,-56.0517086461,-34.7140363026,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,2,https://www.inaturalist.org/observations/140673444
Polybia scutellaris,species,1,2022-10-31T13:54:38-03:00,2022-10-31,-56.0517793894,-34.7140864615,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140673187
Aechmea distichantha,species,1,2022-10-31T13:52:52-03:00,2022-10-31,-56.051804,-34.713989,13,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140672834
Lupinus linearis,species,1,2022-10-31T13:52:21-03:00,2022-10-31,-54.1641865,-34.6347067,122,laurillac,4959584,,119,cc-by-nc,1,https://www.inaturalist.org/observations/140672767
Aristida,genus,1,2022-10-31T13:50:17-03:00,2022-10-31,-54.1623046249,-34.6321847122,4,laurillac,4959584,,119,cc-by-nc,1,https://www.inaturalist.org/observations/140672569
Augochlorini,tribe,1,2022-10-31T13:48:29-03:00,2022-10-31,-56.0517321154,-34.7141013438,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140672389
Varronia curassavica,species,1,2022-10-31T13:46:52-03:00,2022-10-31,-54.1622305289,-34.6319333934,4,laurillac,4959584,,119,cc-by-nc,1,https://www.inaturalist.org/observations/140672247
Phiale roburifoliata,species,1,2022-10-31T13:45:59-03:00,2022-10-31,-56.0518209636,-34.71419174,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140672175
Lathyrus odoratus,species,1,2022-10-31T13:45:08-03:00,2022-10-31,-54.1612678,-34.6307096,1700,laurillac,4959584,,119,cc-by-nc,1,https://www.inaturalist.org/observations/140672086
Formicidae,family,0,2022-10-31T13:44:13-03:00,2022-10-31,-56.0518913716,-34.7142551275,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,0,https://www.inaturalist.org/observations/140671986
Harmonia axyridis,species,1,2022-10-31T13:41:15-03:00,2022-10-31,-56.0519849136,-34.714297294,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140671623
Pavonia glechomoides,species,2,2022-10-31T13:40:58-03:00,2022-10-31,-54.1623062667,-34.6318693667,2,laurillac,4959584,,119,cc-by-nc,2,https://www.inaturalist.org/observations/140671595
Megafreya sutrix,species,1,2022-10-31T13:36:56-03:00,2022-10-31,-56.0519845784,-34.7143871387,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140671172
Mischocyttarus drewseni,species,1,2022-10-31T13:34:53-03:00,2022-10-31,-56.0519822314,-34.7143022547,171,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140670961
Blaberoidea,superfamily,1,2022-10-31T13:27:08-03:00,2022-10-31,-56.0520502925,-34.7144689911,480,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140670046
Oenothera mollissima,species,1,2022-10-31T13:26:26-03:00,2022-10-31,-55.3046483333,-34.8263766667,6,ignacioberro,2960542,Ignacio Berro,358,cc0,1,https://www.inaturalist.org/observations/140669980
Blaberoidea,superfamily,1,2022-10-31T13:24:12-03:00,2022-10-31,-56.0519909486,-34.7143987138,129,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140669705
Blaberoidea,superfamily,1,2022-10-31T13:22:59-03:00,2022-10-31,-56.0520238057,-34.7143325705,194,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140669591
Syrphinae,subfamily,1,2022-10-31T13:20:34-03:00,2022-10-31,-56.0519979894,-34.7143912727,321,frankowietcz,6283162,Franco Agustín Toso,428,cc-by-nc,1,https://www.inaturalist.org/observations/140669403
Solanum sisymbriifolium,species,1,2022-10-31T13:16:34-03:00,2022-10-31,-55.7140668109,-34.7650297174,20,laacolito,1791518,Giovana Antunez,123,cc-by-nc,1,https://www.inaturalist.org/observations/140668937
Harmonia axyridis,species,1,2022-10-31T13:15:19-03:00,2022-10-31,-55.7140694931,-34.7650299928,26,laacolito,1791518,Giovana Antunez,123,cc-by-nc,1,https://www.inaturalist.org/observations/140668833
Armadillidium vulgare,species,0,2022-10-31T13:13:19-03:00,2022-10-31,-55.7140671462,-34.7650297174,20,laacolito,1791518,Giovana Antunez,123,cc-by-nc,0,https://www.inaturalist.org/observations/140668656
Scutia buxifolia,species,2,2022-10-31T12:52:38-03:00,2022-10-31,-55.3044866667,-34.8264583333,7,ignacioberro,2960542,Ignacio Berro,358,cc0,2,https://www.inaturalist.org/observations/140666390
Cupressaceae,family,1,2022-10-31T12:41:39-03:00,2022-10-31,-56.1218183333,-34.875035,4,mariela165,6292426,Mariela Gonzalez,1,NA,1,https://www.inaturalist.org/observations/140665305
Verbena,genus,1,2022-10-31T12:41:20-03:00,2022-10-31,-55.3045416667,-34.826365,9,ignacioberro,2960542,Ignacio Berro,358,cc0,1,https://www.inaturalist.org/observations/140665280
Ilex paraguariensis,species,0,2022-10-31T12:36:13-03:00,2022-10-31,-55.3010251726,-34.9434276597,9,ignacioberro,2960542,Ignacio Berro,358,cc0,0,https://www.inaturalist.org/observations/140664721
Camponotus mus,species,2,2022-10-31T12:34:45-03:00,2022-10-31,-55.3045016667,-34.8263316667,9,ignacioberro,2960542,Ignacio Berro,358,cc0,2,https://www.inaturalist.org/observations/140664541
Herbertia lahue,species,2,2022-10-31T12:24:01-03:00,2022-10-31,-56.8965911864,-34.41796875,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140663499
Bellardia trixago,species,2,2022-10-31T12:18:46-03:00,2022-10-31,-56.8965988158,-34.4179840086,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140663011
Verbena litoralis,species,1,2022-10-31T12:17:33-03:00,2022-10-31,-56.8966026306,-34.4179763792,NA,karinaviera,565949,Karina Viera,231,cc-by,1,https://www.inaturalist.org/observations/140662876
Nierembergia calycina,species,3,2022-10-31T12:16:31-03:00,2022-10-31,-56.8965911864,-34.4179916381,NA,karinaviera,565949,Karina Viera,231,cc-by,3,https://www.inaturalist.org/observations/140662777
Glandularia peruviana,species,2,2022-10-31T12:14:56-03:00,2022-10-31,-56.8965911864,-34.4179916381,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140662660
Chloraea membranacea,species,2,2022-10-31T12:12:53-03:00,2022-10-31,-56.8965988158,-34.4179573058,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140662474
Lotus corniculatus,species,1,2022-10-31T12:02:16-03:00,2022-10-31,-56.8965873717,-34.4179306028,NA,karinaviera,565949,Karina Viera,231,cc-by,1,https://www.inaturalist.org/observations/140661303
Asclepias mellodora,species,2,2022-10-31T12:00:45-03:00,2022-10-31,-56.8958129881,-34.4180030822,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140661183
Astylus quadrilineatus,species,2,2022-10-31T11:58:04-03:00,2022-10-28,-54.9519724399,-34.9220064987,88,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,2,https://www.inaturalist.org/observations/140660922
Lysimachia arvensis,species,2,2022-10-31T11:56:09-03:00,2022-10-31,-56.8958129881,-34.4180030822,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140660678
Astylus quadrilineatus,species,2,2022-10-31T11:56:00-03:00,2022-10-28,-54.9519184604,-34.9219506933,88,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,2,https://www.inaturalist.org/observations/140660657
Plantago,genus,1,2022-10-31T11:52:31-03:00,2022-10-31,-56.8965835569,-34.4179840086,NA,karinaviera,565949,Karina Viera,231,cc-by,1,https://www.inaturalist.org/observations/140660131
Phimosus infuscatus,species,4,2022-10-31T11:52:23-03:00,2022-10-29,-55.1237890497,-34.8532702519,2045,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,4,https://www.inaturalist.org/observations/140660115
Glandularia selloi,species,2,2022-10-31T11:50:18-03:00,2022-10-31,-56.8965835569,-34.4179840086,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140659858
Bellardia trixago,species,2,2022-10-31T11:49:33-03:00,2022-10-31,-56.8965835569,-34.4179840086,NA,karinaviera,565949,Karina Viera,231,cc-by,2,https://www.inaturalist.org/observations/140659791
Anyphaenidae,family,2,2022-10-31T11:48:22-03:00,2022-10-29,-55.1237890497,-34.8532702519,2045,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,2,https://www.inaturalist.org/observations/140659696
Lycosa erythrognatha,species,2,2022-10-31T11:43:16-03:00,2022-10-29,-55.4017024487,-34.7430999454,126,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,2,https://www.inaturalist.org/observations/140659173
Eriopis connexa,species,4,2022-10-31T11:40:56-03:00,2022-10-29,-55.4016075656,-34.7428889109,120,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,4,https://www.inaturalist.org/observations/140658945
Harmonia axyridis,species,3,2022-10-31T11:39:36-03:00,2022-10-30,-55.1237890497,-34.8532702519,2045,elena_26,5434555,Elena Ferreira,1296,cc-by-nc,3,https://www.inaturalist.org/observations/140658805
Herbertia lahue,species,2,2022-10-31T11:27:47-03:00,2022-10-31,-56.7834417786,-30.4317770812,20,andrea0401,5675935,Andrea Silva,37,NA,2,https://www.inaturalist.org/observations/140657627
Plantae,kingdom,0,2022-10-31T11:20:25-03:00,2022-10-31,-56.78573305,-30.43299625,155,andrea0401,5675935,Andrea Silva,37,NA,0,https://www.inaturalist.org/observations/140656965
Verbascum virgatum,species,2,2022-10-31T11:01:48-03:00,2022-10-31,-55.974805,-34.8448333333,3,paulina_cerruti,4311856,NA,336,cc-by-nc,2,https://www.inaturalist.org/observations/140655162
Spartium junceum,species,1,2022-10-31T08:21:26-03:00,2022-10-31,-56.2792030429,-34.6103846779,11,asere,6256109,,5,cc-by-nc,1,https://www.inaturalist.org/observations/140641964
Nothoscordum,genus,1,2022-10-31T08:13:44-03:00,2022-10-30,-55.3127515997,-34.8058733,NA,patriciabidondo,2640130,Patricia Bidondo,455,NA,1,https://www.inaturalist.org/observations/140641370
Salvator merianae,species,1,2022-10-30T22:45:55-03:00,2022-10-29,-56.1452195048,-34.9008777094,237,juan_jose94,6288736,Juan José Castro,11,NA,1,https://www.inaturalist.org/observations/140602578
Eacles imperialis,species,1,2022-10-30T21:17:16-03:00,2022-10-30,-55.617343,-30.935717,160,gmmv80,1439323,Guillermo Menéndez,2241,cc-by-nc,1,https://www.inaturalist.org/observations/140593714
Furnarius rufus,species,3,2022-10-30T20:52:37-03:00,2022-10-30,-56.5107304975,-34.4167638694,182,patyferr,5642098,Patricia Ferreyra,16,cc-by,3,https://www.inaturalist.org/observations/140591151
Polybia scutellaris,species,1,2022-10-30T20:51:45-03:00,2022-10-30,-56.5103063732,-34.4282134454,431,patyferr,5642098,Patricia Ferreyra,16,cc-by,1,https://www.inaturalist.org/observations/140590977
Passiflora caerulea,species,2,2022-10-30T20:51:17-03:00,2022-10-30,-56.5099975839,-34.4264407568,452,patyferr,5642098,Patricia Ferreyra,16,cc-by,2,https://www.inaturalist.org/observations/140590936
Actinote pellenea,species,0,2022-10-30T20:36:48-03:00,2022-10-28,-55.1939231157,-32.7598363626,312432,catap,2415067,Catalina Portela,292,cc-by-nc,0,https://www.inaturalist.org/observations/140589454
Misumenops,genus,2,2022-10-30T19:36:48-03:00,2022-10-30,-55.2277183333,-34.8879890278,NA,patriciabidondo,2640130,Patricia Bidondo,455,NA,2,https://www.inaturalist.org/observations/140582553
Adesmia punctata,species,2,2022-10-30T19:21:06-03:00,2022-10-29,-55.2575260028,-34.8621763981,206,vanesssa_v,4109374,Vanessa Vigo Bello,251,cc0,2,https://www.inaturalist.org/observations/140580740
Zephyranthes tubispatha,species,2,2022-10-30T19:19:39-03:00,2022-10-29,-55.2575260028,-34.8621763981,206,vanesssa_v,4109374,Vanessa Vigo Bello,251,NA,2,https://www.inaturalist.org/observations/140580556
Senecio crassiflorus,species,0,2022-10-30T19:18:40-03:00,2022-10-29,-55.2575260028,-34.8621763981,206,vanesssa_v,4109374,Vanessa Vigo Bello,251,NA,0,https://www.inaturalist.org/observations/140580433
Grazielia brevipetiolata,species,2,2022-10-30T19:16:08-03:00,2022-10-29,-55.2575260028,-34.8621763981,206,vanesssa_v,4109374,Vanessa Vigo Bello,251,NA,2,https://www.inaturalist.org/observations/140580115
Eryngium regnellii,species,3,2022-10-30T19:14:52-03:00,2022-10-29,-55.2575260028,-34.8621763981,206,vanesssa_v,4109374,Vanessa Vigo Bello,251,cc0,3,https://www.inaturalist.org/observations/140579972
Bothrops pubescens,species,4,2022-10-30T19:13:49-03:00,2022-10-29,-55.2575260028,-34.8621763981,206,vanesssa_v,4109374,Vanessa Vigo Bello,251,cc0,4,https://www.inaturalist.org/observations/140579836
Hypochaeris grisebachii,species,0,2022-10-30T18:34:50-03:00,2022-10-28,-55.9408513466,-32.0871469977,31,amailhos,417352,Ary Mailhos,543,cc-by-nc,0,https://www.inaturalist.org/observations/140575179
Hydrocotyle exigua,species,0,2022-10-30T18:34:49-03:00,2022-10-28,-55.9266815685,-32.0825094701,4,amailhos,417352,Ary Mailhos,543,cc-by-nc,0,https://www.inaturalist.org/observations/140575177
Cypella exilis,species,0,2022-10-30T18:34:49-03:00,2022-10-28,-55.9346658299,-32.0860601359,8,amailhos,417352,Ary Mailhos,543,cc-by-nc,0,https://www.inaturalist.org/observations/140575174
Cypella unguiculata,species,1,2022-10-30T18:34:48-03:00,2022-10-28,-55.9353009661,-32.0859337323,15,amailhos,417352,Ary Mailhos,543,cc-by-nc,1,https://www.inaturalist.org/observations/140575172
Acromyrmex,genus,1,2022-10-30T18:22:16-03:00,2022-10-29,-56.164971,-34.9137449722,NA,sup13,2613055,Andres Cavallo,131,cc-by,1,https://www.inaturalist.org/observations/140573379
Crassula multicava,species,0,2022-10-30T18:22:01-03:00,2022-10-30,-56.1508588493,-34.9069896131,194,juan_jose94,6288736,Juan José Castro,11,NA,0,https://www.inaturalist.org/observations/140573364
Crassula multicava,species,0,2022-10-30T18:03:20-03:00,2022-10-30,-56.1508588493,-34.9069896131,194,juan_jose94,6288736,Juan José Castro,11,NA,0,https://www.inaturalist.org/observations/140570633
Tyrannus savana,species,4,2022-10-30T17:34:13-03:00,2022-10-30,-55.9453966667,-34.5713916667,4,gabriellaufer,2398513,Gabriel Laufer,979,cc0,4,https://www.inaturalist.org/observations/140567006
Stenachaenium megapotamicum,species,2,2022-10-30T17:33:41-03:00,2022-10-29,-55.620832,-30.931158,190,gmmv80,1439323,Guillermo Menéndez,2241,cc-by-nc,2,https://www.inaturalist.org/observations/140566943
Procyon cancrivorus,species,6,2022-10-30T17:23:20-03:00,2022-10-29,-57.5777965131,-30.3133564227,336,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,6,https://www.inaturalist.org/observations/140565610
Pyrrhopyge charybdis,species,1,2022-10-30T17:22:46-03:00,2022-10-29,-54.9223136667,-34.7907981667,NA,alenuma,6166025,Alejandra Nuñez Mautone,33,cc-by-nc,1,https://www.inaturalist.org/observations/140565530
Parodia mammulosa,species,2,2022-10-30T17:00:19-03:00,2022-10-29,-55.620625,-30.931392,160,gmmv80,1439323,Guillermo Menéndez,2241,cc-by-nc,2,https://www.inaturalist.org/observations/140562528
Plegadis chihi,species,1,2022-10-30T16:44:17-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560500
Mimosa uraguensis,species,1,2022-10-30T16:44:16-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560499
Progne chalybea,species,1,2022-10-30T16:44:16-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560498
Lepidocolaptes angustirostris,species,2,2022-10-30T16:44:15-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560496
Myiophobus fasciatus,species,1,2022-10-30T16:44:14-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560494
Tyrannus savana,species,2,2022-10-30T16:44:14-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560493
Sicalis luteola,species,2,2022-10-30T16:44:13-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560491
Daptrius chimachima,species,2,2022-10-30T16:44:13-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560489
Stephanophorus diadematus,species,2,2022-10-30T16:44:12-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560488
Ficus luschnathiana,species,1,2022-10-30T16:44:11-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560487
Myrtaceae,family,0,2022-10-30T16:44:11-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,0,https://www.inaturalist.org/observations/140560486
Ortilia ithra,species,3,2022-10-30T16:44:10-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,3,https://www.inaturalist.org/observations/140560483
Cyanocorax chrysops,species,2,2022-10-30T16:44:10-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560481
Myiodynastes maculatus,species,2,2022-10-30T16:44:10-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560479
Guadua chacoensis,species,1,2022-10-30T16:44:08-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560475
Guadua chacoensis,species,1,2022-10-30T16:44:08-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,1,https://www.inaturalist.org/observations/140560473
Tetragnatha,genus,2,2022-10-30T16:44:08-03:00,2022-10-29,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560472
Hydrochoerus hydrochaeris,species,2,2022-10-30T16:44:07-03:00,2022-10-28,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560469
Apis mellifera,species,2,2022-10-30T16:44:06-03:00,2022-10-28,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,2,https://www.inaturalist.org/observations/140560467
Rothschildia,genus,0,2022-10-30T16:44:06-03:00,2022-10-28,-57.8645566495,-30.4946577354,2562,sgomez-barboza,5284022,Sebastián Gómez Barboza Silveira,1034,cc0,0,https://www.inaturalist.org/observations/140560466
